usefulCount,coolCount,funnyCount,tipCount,friendCount,reviewCount,avg_posting_rate,postive_ratio,average_content_similarityBM,reviewer_deviattion,membership_length,rev_duration,pn_ratio,capital_diversity,flagged
0,0,0,0,0,0,0,1,0,0.3356,0.1348,0,0.0206,0.2178,Y
0,0,0,0.0995,0.006,0.0275,0.0291,0.56,0.1714,0.0725,0.5169,0.3236,0.0412,0.0972,N
0,0,0,0,0,0,0,1,0,0.048,0.1348,0,0.0206,0.1183,Y
0,0,0,0.0011,0.0315,0.2018,0.0286,0.7,0.1911,0.2151,0.6629,0.4817,0.0619,0.1019,N
0,0,0,0,0,0.0045,0.0395,0.5,0.0944,0.2396,0.3596,0.0007,0.0103,0.0679,Y
0,0,0,0,0.005,0.0746,0,1,0,0.2151,1,0,0.0206,0.1674,N
0,0,0,0,0,0.001,0,0.66,0.0116,0.2396,0.382,0.0194,0.0309,0.0785,Y
0,0,0,0,0.0245,0.1507,0.0125,0.63,0.2059,0.0725,0.6517,0.5957,0.0309,0.1253,N
0,0,0,0,0.003,0.0125,0.032,0.61,0.1771,0.3356,0.4831,0.2874,0.0412,0.0913,Y
0,0,0,0.0011,0.1811,0.5904,0.0532,0.77,0.2392,0.2151,0.9663,0.9794,0.3196,0.1698,N
0,0,0,0,0.0002,0.015,0.0206,0.96,0.1707,0.048,0.427,0.2795,0.1546,0.0948,Y
0.0435,0,0,0.0148,0.006,0.1617,0.0295,0.74,0.2323,0.2151,0.4607,0.4798,0.1649,0.1838,N
0,0,0,0,0,0.0015,0.0056,0.75,0.0207,0.3356,0.4382,0.0568,0.0206,0.1511,Y
0,0,0,0,0,0.002,0.0254,0.4,0.2317,0.0725,0.3371,0.2575,0.0103,0.1101,N
0,0,0,0,0,0.0005,0.0169,1,0.0136,0.048,0.4607,0,0.0309,0.1593,Y
0.087,0.15,0,0.0698,0.0215,0.2098,0.0156,0.73,0.1218,0.2151,0.8539,0.8692,0.1134,0.1569,N
0,0,0,0,0,0,0,0,0,0.5272,0.4719,0,0,0.1171,Y
0.1304,0.15,0.0714,0,0.0108,0.0506,0.0151,0.53,0.2518,0.5027,0.6067,0.3995,0.0206,0.1862,N
0,0,0,0,0,0,0,1,0,0.3356,0.5506,0,0.0206,0.0632,Y
0,0,0,0,0.0004,0.006,0.0271,0.84,0.2395,0.5027,0.8764,0.6988,0.1237,0.1335,N
0,0,0,0,0,0.001,0.0085,1,0.0074,0.3356,0.1461,0.0007,0.0412,0,Y
0.0435,0.05,0.0357,0.0085,0.0514,0.2689,0.0482,0.65,0.2162,0.2151,0.7528,0.6398,0.1031,0.1838,N
0,0,0,0,0.0028,0.0015,0.0056,0.75,0.12,0.048,0.2135,0.0546,0.0206,0.0632,Y
0,0,0,0.0825,0.0159,0.1222,0.0356,0.32,0.2688,0.5027,0.4382,0.4032,0.0103,0.3349,N
0,0,0,0,0,0,0,0,0,0.8148,0.191,0,0,0.1405,Y
0,0,0,0.0127,0.0074,0.1057,0.0339,0.54,0.1833,0.2151,0.6854,0.2713,0.0206,0.1628,N
0,0,0,0,0,0.006,0.2034,0.76,0.0864,0.3356,0.2472,0,0.0309,0.1019,Y
0,0,0,0,0.0309,0.1843,0.0111,0.5,0.1663,0.0725,0.6966,0.6203,0.0103,0.1265,N
0,0,0,0,0,0,0,0,0,0.5272,0.2697,0,0,0.0539,Y
0,0,0,0.2487,0.0494,0.5839,0.049,0.59,0.272,0.5027,0.6067,0.6211,0.0412,0.1569,N
0,0,0,0,0,0.0005,0,0,0.0294,0.8148,0.3596,0.0788,0,0.0621,Y
0,0,0,0.0349,0.0058,0.1262,0.093,0.5,0.3024,0.2151,0.4157,0.3647,0.0206,0.3513,N
0,0,0,0,0,0.0095,0.0169,0.45,0.1362,0.3356,0.2809,0.1413,0,0.24,Y
0,0,0,0.037,0.0189,0.2979,0.0198,0.62,0.211,0.2151,0.7978,0.8206,0.0309,0.1393,N
0,0,0,0,0.0002,0.0115,0.0508,0.45,0.1687,0.3356,0.3146,0.0093,0.0103,0.2319,Y
0,0,0.0357,0,0.002,0.012,0.0216,0.64,0.13,0.0725,0.7416,0.6162,0.0206,0.1464,N
0,0,0,0,0,0.001,0.0339,0.66,0.1209,0.5272,0.3258,0,0.0103,0.1007,Y
0,0.05,0,0.019,0.0229,0.33,0.0413,0.44,0.2221,0.0725,0.7416,0.7578,0.0206,0.2237,N
0,0,0,0,0,0.002,0.0042,0.4,0.0377,0.8148,0.382,0.1069,0.0103,0.0703,Y
0.087,0,0,0,0.0002,0.0075,0.0734,0.68,0.0556,0.6477,0.3146,0.2661,0.0206,0.1815,N
0,0,0,0,0,0.003,0.0226,0.57,0.1243,0.6232,0.0899,0.0183,0.0103,0.1323,Y
0.0435,0,0,0,0.0022,0.0095,0.0104,0.8,0.1896,0.2151,0.4944,0.2141,0.0619,0.3126,N
0,0,0,0,0,0,0,0,0,0.9108,0.0674,0,0,0,Y
0.0435,0,0,0,0.0038,0.032,0.0099,0.49,0.115,0.0725,0.6854,0.6271,0.0206,0.1733,N
0,0,0,0.0011,0.0002,0.0015,0.0508,0.75,0.0579,0.048,0.1685,0,0.0206,0.2283,Y
0.0435,0,0,0,0.0026,0.0931,0.0046,0.66,0.1517,0.0725,0.6517,0.6203,0.0412,0.1593,N
0,0,0,0,0,0.004,0.0339,0.77,0.0795,0.2396,0.3708,0.0202,0.0206,0.1194,Y
0.0435,0.05,0,0,0.0124,0.0801,0.0071,0.63,0.1361,0.0725,0.7416,0.7175,0.0309,0.1007,N
0,0,0,0.0011,0.005,0.0095,0.0207,1,0.1779,0.2396,0.2247,0.2089,0.2165,0.1183,Y
0.0435,0.05,0,0,0.0209,0.302,0.0401,0.6,0.2373,0.2151,0.8202,0.8232,0.0412,0.1077,N
0,0,0,0,0,0.0025,0.0169,0.83,0.0668,0.048,0.3034,0.0635,0.0309,0.185,Y
0.087,0,0,0.0085,0.0032,0.015,0.0339,0.66,0.2462,0.2151,0.6742,0.5717,0.0309,0.1768,N
0,0,0,0,0,0.001,0,0.66,0.0014,0.2396,0.4719,0.2138,0.0103,0.1827,Y
0.087,0,0,0.0063,0.0064,0.0661,0.0148,0.75,0.1907,0.2151,0.7528,0.6831,0.1649,0.1581,N
0,0,0,0.0127,0.0006,0.021,0.1045,0.67,0.2309,0.4852,0.0112,0.0022,0.0309,0.3173,Y
0.0435,0,0,0.0159,0.0028,0.1157,0.0438,0.5,0.2552,0.0725,0.2697,0.2672,0.0206,0.1593,N
0,0,0,0.0085,0.0002,0.032,0.1667,0.47,0.2933,0.09,0.1461,0.0064,0.0412,0.1464,Y
0.087,0,0,0.0138,0.0076,0.0606,0.027,0.57,0.1811,0.2151,0.5281,0.4649,0.0206,0.185,N
0,0,0,0,0,0.0015,0,0,0.0373,0.3776,0.0787,0.065,0,0.1651,Y
0,0,0,0.0021,0.0042,0.0916,0.0131,0.69,0.1987,0.0725,0.1685,0.1809,0.0825,0.1288,N
0,0,0,0,0.0004,0.011,0.0264,0.56,0.2648,0.1976,0.427,0.3535,0.0103,0.1253,Y
0.087,0.05,0.0357,0.0148,0.0157,0.0656,0.0123,0.57,0.1999,0.5027,0.6517,0.6641,0.0206,0.1452,N
0,0,0,0,0,0.0215,0.0108,0.38,0.1797,0.1976,0.1236,0.1323,0,0.1429,Y
0,0,0,0.0011,0.0034,0.0721,0.1001,0.68,0.2212,0.5027,0.0899,0.1005,0.0515,0.3466,N
0,0,0,0,0.0008,0.001,0,1,0.0322,0.4852,0.1685,0.0183,0.0412,0.1874,Y
0.1304,0.1,0,0,0.0167,0.2549,0.0198,0.75,0.1995,0.2151,0.8876,0.8714,0.0619,0.1838,N
0,0,0,0,0.0002,0.003,0.0424,0.42,0.0882,0.09,0.1798,0.0919,0.0206,0.1698,Y
0.3043,0.05,0.0357,0,0.06,0.0791,0.0144,0.58,0.1445,0.6477,0.6292,0.4249,0.0206,0.1382,N
0,0,0,0,0,0.001,0,0.33,0.0492,0.3776,0.3708,0.0415,0,0.1007,Y
0.3478,0.3,0.1071,0,0.1788,0.5383,0.0142,0.69,0.2219,0.2151,0.8315,0.8345,0.0515,0.137,N
0,0,0,0,0,0.0045,0.0113,0.6,0.0703,0.6652,0.5056,0.1043,0.0206,0.123,Y
0,0,0,0.0878,0.0034,0.1212,0.0615,0.65,0.2798,0.3601,0.1573,0.1771,0.1237,0.1206,N
0,0,0,0,0,0.0025,0.0085,0.83,0.0505,0.3776,0.4494,0.0239,0.0309,0.1393,Y
0,0,0,0,0.0014,0.007,0.0092,0.17,0.1327,0.6477,0.1124,0.0811,0,0.0878,N
0,0,0,0,0.0004,0,0,0,0,0.3776,0.4719,0,0,0.1101,Y
0,0,0,0.1704,0.0213,0.1202,0.01,0.6,0.1983,0.0725,0.191,0.2018,0.0515,0.1393,N
0,0,0,0,0,0.0025,0.0169,0.66,0.1555,0.4852,0.4719,0.0269,0.0103,0.0972,Y
0.0435,0,0,0.5206,0.0331,0.2729,0.0271,0.69,0.1899,0.2151,0.4831,0.4787,0.0619,0.178,N
0,0,0,0,0.0006,0.017,0.1017,0.45,0.1208,0.09,0.5618,0.0445,0.0103,0.0878,Y
0.0435,0.05,0.0357,0.0751,0.0678,0.2504,0.031,0.67,0.2972,0.0725,0.4382,0.4611,0.1237,0.2073,N
0,0,0,0,0.0004,0.0035,0.0424,0.71,0.0009,0.09,0.8202,0.0022,0.0309,0.3759,Y
0.1739,0,0,0.0402,0.0036,0.022,0.0232,0.53,0.1564,0.3601,0.3596,0.2889,0.0206,0.1546,N
0,0,0,0,0.0032,0.0005,0,1,0.0019,0.0357,0.0674,0.0022,0.0309,0.2588,Y
0,0,0,0,0,0.0336,0.0021,0.43,0.1632,0.3601,0.6742,0.6943,0.0103,0.1792,N
0,0,0,0,0.0096,0.0005,0,0.5,0.0044,0.0357,0.0674,0.0026,0.0206,0.24,Y
0.0435,0,0,0.0624,0.0068,0.1167,0.0251,0.51,0.1941,0.2151,0.4831,0.2777,0.0619,0.1686,N
0,0,0,0,0,0,0,0,0,0.3233,0.0674,0,0.0103,0.0363,Y
0.0435,0,0,0,0.0092,0.0576,0.0148,0.56,0.1453,0.3601,0.5281,0.4813,0.0206,0.1827,N
0,0,0,0,0,0.0035,0.0169,0.62,0.1035,0.3233,0.0899,0.0635,0.0619,0.178,Y
0.0435,0,0.0357,0,0.0004,0.0085,0.001,0.77,0.0628,0.3601,0.4382,0.4283,0.0309,0.1464,N
0,0,0,0,0.0002,0.0035,0.0024,0.75,0.1427,0.0357,0.1011,0.031,0.0722,0.1534,Y
0.2174,0.15,0.0714,0.0444,0.1078,0.3205,0.0081,0.59,0.1971,0.0725,0.7191,0.7306,0.0412,0.1007,N
0,0,0,0,0,0.002,0.0113,0.6,0.027,0.0357,0.1798,0.0135,0.0206,0.1616,Y
0,0,0,0,0.0016,0.0956,0.0196,0.59,0.1959,0.2151,0.5955,0.6084,0.0206,0.24,N
0,0,0,0,0.0002,0.005,0.0763,0.9,0.0624,0.2519,0.2809,0.0004,0.1134,0.1593,Y
0.3043,0.25,0.1786,0.4995,0.1983,0.5288,0.0142,0.81,0.2518,0.2151,0.382,0.3972,0.134,0.171,N
0,0,0,0,0,0.0025,0.0339,1,0.0448,0.2519,0.3933,0.0355,0.0722,0.1604,Y
0.4783,0.2,0.3214,0,0.0213,0.0035,0.1186,0.62,0.1016,0,0.4607,0,0.0206,0.1194,N
0,0,0,0,0,0,0,1,0,0.2519,0.4831,0,0.0206,0.1066,Y
0.5217,0.7,0.8214,0,0.0014,0.0526,0.0364,0.57,0.1556,0.5752,0.618,0.1969,0.0309,0.2412,N
0,0,0,0,0,0,0,1,0,0.4357,0.0112,0,0.0206,0.1756,Y
0.7826,0.55,1,0.0042,0.0008,0.002,0.0339,1,0.3586,0.5752,0.4157,0.2399,0.0722,0.1499,N
0,0,0,0.0042,0.011,0.0065,0.0233,0.78,0.1065,0.1481,0.1573,0.0291,0.1649,0.1487,Y
0,0.05,0,0.0011,0.0209,0.2769,0.0226,0.68,0.2372,0.2678,0.8652,0.8602,0.0928,0.123,N
0,0,0,0.0011,0.0006,0,0,1,0,0.4357,0.0225,0,0.0206,0.1616,Y
0.087,0,0,0,0,0.0105,0.0025,0.3,0.1005,0.5951,0.3371,0.346,0,0.1382,N
0,0,0,0,0,0.0005,0.0169,1,0.0751,0.1481,0.0225,0,0.0309,0.1019,Y
0.087,0.05,0.0357,0,0,0.0115,0.0301,0.76,0.2154,0.5951,0.4607,0.3184,0.0206,0.2283,N
0,0,0,0.0021,0.004,0.0295,0.0508,0.63,0.164,0.1481,0.0449,0.0433,0.0309,0,Y
0,0,0,0.0032,0.0086,0.1542,0.0202,0.59,0.217,0.0198,0.7191,0.6065,0.0206,0.1171,N
0,0,0,0,0,0.0015,0.0056,0.75,0.0323,0.1395,0.0562,0.0026,0.0412,0.1194,Y
0,0,0.0357,0,0.0006,0.018,0.1085,0.78,0.1477,0.2678,0.2247,0.157,0.0515,0.1358,N
0,0,0,0,0,0.0005,0.0169,0.5,0.0095,0.1481,0.0787,0,0.0103,0.185,Y
0,0,0,0.0148,0.006,0.1617,0.0295,0.74,0.2323,0.2678,0.4607,0.4798,0.1649,0.1347,N
0,0,0,0,0,0.0005,0.0169,1,0.0244,0.4357,0.1011,0,0.0309,0.103,Y
0.0435,0,0,0,0.0138,0.0576,0.0203,0.71,0.2202,0.0198,0.5393,0.5333,0.0722,0.0785,N
0,0,0,0,0,0.0005,0.0169,0.5,0.028,0.1395,0.0899,0,0.0206,0.1159,Y
0.087,0.05,0.0357,0.0423,0.0169,0.1863,0.0232,0.58,0.2391,0.3074,0.3371,0.3416,0.0103,0.1007,N
0,0,0,0,0,0,0,0,0,0.4271,0.1236,0,0,0.1815,Y
0.1304,0.05,0.0357,0,0.011,0.1147,0.0266,0.53,0.2209,0.2678,0.5506,0.5052,0.0309,0.1148,N
0,0,0,0,0.0014,0,0,1,0,0.1481,0.2697,0,0.0206,0.1429,Y
0,0,0,0.218,0.013,0.304,0.0866,0.55,0.2823,0.0198,0.4045,0.4182,0.0309,0.0843,N
0,0,0,0,0.0841,0.0155,0.0433,0.5,0.2323,0.1481,0.2809,0.0232,0.0309,0.1347,Y
0,0,0,0,0,0.003,0.0424,0.71,0.15,0.2678,0.1461,0.0007,0.0309,0.1733,N
0,0,0,0,0,0.0005,0.0169,0,0.2907,0.1395,0.3034,0,0,0.1101,Y
0,0,0,0.1206,0.0807,0.1207,0.0563,0.64,0.201,0.0198,0.4494,0.3083,0.1237,0.171,N
0,0,0,0,0,0.0025,0.0169,0.83,0.0545,0.4357,0.3596,0.0041,0.0309,0.2061,Y
0,0,0,0.0042,0.005,0.001,0.0085,1,0.03,0.0198,0.2921,0.0564,0.0412,0.1311,N
0,0,0,0,0,0.0015,0.0169,0.25,0.0323,0.1395,0.3708,0.2123,0,0.1511,Y
0,0,0,0,0.0002,0.017,0.016,0.71,0.1042,0.2678,0.7528,0.7422,0.0309,0.1838,N
0,0,0,0,0,0.021,0.0493,0.62,0.1723,0.1481,0.5843,0.4013,0.0309,0.1382,Y
0,0,0,0.0021,0.0102,0.0766,0.0297,0.68,0.2135,0.0198,0.5281,0.5082,0.0515,0.1487,N
0,0,0,0,0,0.001,0.0085,1,0.0283,0.1481,0.573,0.0011,0.0412,0.1475,Y
0.0435,0,0,0,0.0012,0.02,0.0055,0.58,0.2071,0.0198,0.5056,0.4843,0.0206,0.1885,N
0,0,0,0,0,0.004,0.0212,0.55,0.0705,0.7147,0.6292,0.0878,0.0103,0.0937,Y
0.0435,0,0,0,0.0002,0.0351,0.011,0.66,0.1611,0.2678,0.5056,0.3599,0.0412,0.1171,N
0,0,0,0,0,0,0,0,0,0.7147,0.6067,0,0,0.0562,Y
0.0435,0.05,0,0,0.0024,0.0185,0.0053,0.71,0.0951,0.3074,0.427,0.4271,0.2887,0.0984,N
0,0,0,0,0,0.0295,1,0.45,0.1749,0.1395,0.9101,0,0.0515,0.1288,Y
0.087,0,0,0.0032,0.004,0.0195,0.0098,0.65,0.1353,0.5951,0.6404,0.6353,0.0309,0.1628,N
0,0,0,0,0.0004,0.0105,0.0117,0.59,0.1387,0.1481,0.2472,0.1641,0.0206,0.1311,Y
0.087,0.05,0.0357,0,0.0066,0.03,0.0103,0.91,0.1786,0.2678,0.2584,0.2526,0.5876,0.1698,N
0,0,0,0,0,0,0,0,0,0.7147,0.1348,0,0,0.0878,Y
0.1739,0.05,0.0357,0,0,0.011,0.0216,0.68,0.2497,0.8827,0.6404,0.5964,0.0206,0.1487,N
0,0,0,0,0,0.0015,0.0056,0.25,0.0491,0.1395,0.2921,0.1547,0,0.0855,Y
0.3478,0.25,0.1429,0,0.1788,0.5383,0.0142,0.69,0.2219,0.0198,0.8315,0.8345,0.0515,0.1206,N
0,0,0,0,0,0.0005,0.0169,1,0.0256,0.4357,0.1461,0,0.0309,0.2342,Y
0.087,0,0,0,0.0034,0.0005,0,0.5,0.0378,0.8827,0.2022,0.0646,0.0103,0.1148,N
0,0,0,0,0,0.004,0.0339,0.77,0.2363,0.1481,0.2135,0.0448,0.0825,0.2342,Y
0,0,0.0357,0,0,0.0005,0.0169,0,0.7272,0.5951,0.2472,0,0,0.2834,N
0,0,0,0,0,0.0015,0.0056,0,0.0355,0.4271,0.191,0.0923,0,0.123,Y
0,0,0,0,0.001,0.016,0.023,0.87,0.1241,0.2678,0.4719,0.4443,0.1546,0.1335,N
0,0,0,0,0.0006,0.028,0.0475,0.84,0.1077,0.4357,0.2022,0.0501,0.0928,0.1557,Y
0.087,0,0,0,0.0008,0.0085,0.0233,0.68,0.1935,0.2678,0.1573,0.1525,0.0206,0.13,N
0,0,0,0,0,0.007,0.0254,0.8,0.1729,0.4357,0.2022,0.0131,0.134,0.1148,Y
0,0.05,0,0.0339,0.0032,0.0841,0.1064,0.74,0.1746,0.2678,0.5169,0.1573,0.0825,0.1674,N
0,0,0,0,0,0.0005,0.0169,0.5,0,0.4357,0.2135,0,0.0103,0,Y
0.2609,0.4,0.1429,1,0.3705,0.651,0.0023,0.78,0.1568,0.2678,0.7416,0.7627,0.5258,0.103,N
0,0,0,0.0021,0.0028,0.0661,0.0777,0.74,0.1911,0.1481,0.2472,0.2537,0.0928,0.1358,Y
0.3043,0.35,0.1429,0.3651,0.3627,0.305,0.0002,0.89,0.2643,0.2678,0.3596,0.3782,0.5773,0.1499,N
0,0,0,0,0,0.0005,0,1,0.0631,0.0846,0.0449,0.0404,0.0309,0.1253,Y
0.1304,0.15,0,0.0487,0.1475,0.4822,0.0324,0.8,0.2652,0.2678,0.6854,0.667,0.4227,0.1674,N
0,0,0,0,0.0012,0.0045,0.0169,0.8,0.0867,0.0846,0.2697,0.207,0.0412,0.1066,Y
0.087,0,0.0357,0,0.0008,0.0155,0.0089,0.56,0.1749,0.8827,0.4831,0.3714,0.0103,0.089,N
0,0,0,0,0.0016,0.0045,0.0169,0.8,0.0576,0.0846,0.0787,0.0135,0.0928,0.1194,Y
0.1304,0,0,0,0.002,0.0521,0.0063,0.52,0.1551,0.2678,0.382,0.3898,0.0206,0.0995,N
0,0,0,0,0,0.001,0.0085,0.66,0.1033,0.3722,0.2022,0.1155,0.0103,0.178,Y
0,0,0,0,0.0126,0.303,0.0101,0.54,0.1926,0.0198,0.6292,0.6413,0.0309,0.0773,N
0,0,0,0,0,0.0095,0.0315,0.65,0.1068,0.3722,0.1348,0.012,0.0412,0.2037,Y
0,0.05,0.0357,0.0963,0.005,0.2023,0.0472,0.6,0.1781,0.0198,0.3034,0.315,0.0309,0.144,N
0,0,0,0,0,0.001,0.0339,0.66,0.0685,0.4907,0.1573,0,0.0103,0.137,Y
0.0435,0,0,0.0042,0.0163,0.1002,0.0461,0.43,0.1893,0.2678,0.427,0.417,0.0206,0.1159,N
0,0,0,0,0,0.007,0.0254,0.8,0.1729,0.203,0.2022,0.0131,0.134,0.1827,Y
0,0,0,0.0402,0.0042,0.005,0.0141,0.72,0.0818,0.3356,0.2584,0.2175,0.0206,0.0726,N
0,0,0,0,0,0,0,0,0,0.4907,0.2697,0,0,0.1077,Y
0,0,0.1071,0,0.0124,0.0396,0.0173,0.72,0.1689,0.2396,0.5169,0.5366,0.0515,0.1405,N
0,0,0,0,0,0.001,0.0339,0.66,0.1209,0.0846,0.3258,0,0.0103,0.1897,Y
0,0.05,0.0357,0,0.0014,0.0135,0.024,0.65,0.2384,0.2396,0.2809,0.2182,0.0515,0.0714,N
0,0,0,0,0,0.0025,0.0847,0.83,0.0741,0.0313,0.0112,0,0.0619,0.2084,Y
0,0,0,0.0127,0.0038,0.1607,0.0169,0.35,0.2287,0.048,0.3596,0.3677,0.0103,0.1686,N
0,0,0,0,0,0.0005,0.0169,0,0.0577,0.5439,0.4607,0,0,0.0867,Y
0.1304,0,0.0357,0,0,0.001,0,0,0.0945,0.3356,0.4607,0.3759,0,0.1265,N
0,0,0,0,0,0.001,0,1,0.1566,0.0313,0.5056,0.0131,0.0412,0.1803,Y
0,0,0,0.0011,0,0.0035,0.0102,0.5,0.0718,0.3356,0.4045,0.2511,0.0103,0.1522,N
0,0,0,0,0,0.0025,0.0339,1,0.4026,0.319,0.8764,0.0015,0.0722,0.13,Y
0.2609,0.1,0.0357,0.1143,0.0177,0.0956,0.0298,0.72,0.1487,0.2396,0.8876,0.8468,0.0515,0.178,N
0,0,0,0,0.0084,0.0015,0.0028,1,0.47,0.1401,0.0112,0.0194,0.0825,0.1101,Y
0,0,0,0.0011,0.0008,0.0866,0.0216,0.16,0.2786,0.048,0.3258,0.3374,0,0.1487,N
0,0,0,0,0.0002,0.0005,0,1,0.0619,0.1401,0.0337,0.0206,0.0309,0.2096,Y
0,0,0,0.0212,0.0044,0.1657,0.0224,0.63,0.183,0.2396,0.573,0.4365,0.0309,0.1194,N
0,0,0,0,0,0.01,0.1017,0.33,0.1663,0.1475,0.1236,0.1091,0.0103,0.0855,Y
0.087,0.1,0,0.1386,0.0018,0.5298,0.0123,0.47,0.2219,0.048,0.573,0.5901,0.0412,0.1066,N
0,0,0,0,0,0,0,1,0,0.1401,0.0112,0,0.0206,0.1674,Y
0.0435,0.05,0,0,0.0004,0.0065,0.0305,0.64,0.1419,0.2396,0.4944,0.0942,0.0206,0.1171,N
0,0,0,0,0.0008,0.0015,0.0056,1,0.1335,0.1401,0.0337,0.0011,0.0515,0.1393,Y
0.0435,0.05,0,0,0.0136,0.1012,0.0087,0.68,0.1664,0.2396,0.5393,0.5325,0.0309,0.2553,N
0,0,0,0,0,0.0005,0,0.5,0.0438,0.1475,0.0787,0.0381,0.0206,0.1475,Y
0.087,0.1,0,0,0.0006,0.015,0.0274,0.64,0.277,0.2396,0.9663,0.3117,0.0206,0.1323,N
0,0,0,0,0,0,0,1,0,0.1401,0.0449,0,0.0206,0.1347,Y
0,0,0,0,0.0004,0.0005,0.0085,0.33,0.6593,0.6232,0.0899,0.0557,0,0.0925,N
0,0,0,0,0,0,0,1,0,0.1401,0.0562,0,0.0206,0.1487,Y
0,0,0,0,0.0034,0.0085,0.0085,0.5,0.0801,0.048,0.4382,0.389,0.0206,0.4262,N
0,0,0,0,0,0,0,1,0,0.1401,0.0787,0,0.0206,0.1311,Y
0.087,0.05,0,0,0.0002,0.0566,0.0205,0.51,0.2753,0.2396,0.191,0.1857,0.0103,0.1475,N
0,0,0,0,0,0,0,1,0,0.1401,0.0674,0,0.0206,0.3033,Y
0.0435,0,0,0.0063,0.0424,0.3135,0.0049,0.64,0.2047,0.048,0.8764,0.8692,0.0619,0.1288,N
0,0,0,0,0.0004,0,0,1,0,0.1401,0.0787,0,0.0206,0.1674,Y
0.0435,0,0,0.0063,0,0.005,0.0141,0.81,0.0905,0.1165,0.1236,0.0314,0.0515,0.2728,N
0,0,0,0,0,0,0,1,0,0.1475,0.0787,0,0.0206,0.2096,Y
0,0,0,0,0.0102,0.1277,0.0255,0.61,0.1356,0.1165,0.5393,0.5553,0.0619,0.0726,N
0,0,0,0,0,0.0005,0.0169,1,0.3605,0.1401,0.0899,0,0.0309,0.1136,Y
0,0,0,0.0487,0.0064,0.01,0.0064,0.72,0.0979,0.4041,0.2135,0.2261,0.0515,0.1487,N
0,0,0,0,0,0.0005,0.0169,1,0.2036,0.1401,0.1011,0,0.0309,0.1674,Y
0,0,0,0,0,0.002,0.0113,0.6,0.0555,0.4587,0.0562,0.0333,0.0103,0.1499,N
0,0,0,0,0,0,0,1,0,0.1401,0.0899,0,0.0206,0.2342,Y
0.1304,0.15,0,0,0.0064,0.001,0,1,0.0326,0.4041,0.4045,0.2862,0.0412,0.1206,N
0,0,0,0,0,0.0045,0.0254,0.6,0.176,0.2238,0.0562,0.025,0.0103,0.1581,Y
0,0,0,0.0011,0.0016,0.03,0.0126,0.68,0.1155,0.1165,0.3596,0.3389,0.0412,0.0504,N
0,0,0,0,0,0,0,0,0,0.3515,0.1685,0,0,0.1112,Y
0,0,0,0,0,0.0005,0,0.5,0.0345,0.4587,0.1011,0.0019,0.0103,0.1522,N
0,0,0,0,0,0,0,0,0,0.6391,0.1685,0,0,0.0855,Y
0,0,0,0,0.0004,0.0005,0.0085,0.33,0.6594,0.7463,0.0674,0.0433,0,0.1593,N
0,0,0,0,0,0,0,0,0,0.6391,0.3034,0,0,0.0984,Y
0,0,0,0.0423,0.0136,0.0541,0.0214,0.7,0.2105,0.1165,0.4607,0.469,0.0515,0.1522,N
0,0,0,0,0,0,0,0,0,0.1783,0.0337,0,0,0.0222,Y
0,0,0,0.0021,0.009,0.016,0.0452,0.75,0.0915,0.4041,0.1573,0.0811,0.0825,0.0925,N
0,0,0,0,0,0,0,0,0,0.4659,0.0787,0,0,0.1487,Y
0,0,0.0357,0,0.0014,0.018,0.0078,0.65,0.1855,0.1165,0.2809,0.2138,0.0309,0.1464,N
0,0,0,0,0,0.0005,0,0,0.0132,0.1783,0.191,0.0247,0,0.1464,Y
0.1304,0,0,0.4381,0.0432,0.5048,0.0462,0.66,0.2053,0.1165,0.809,0.8333,0.2062,0.1487,N
0,0,0,0,0,0.001,0.0085,1,0.1423,0.3969,0.382,0.0811,0.0412,0.2108,Y
0,0,0,0,0.0054,0.1923,0.0528,0.54,0.2162,0.1165,0.382,0.2081,0.0309,0.0902,N
0,0,0,0,0,0,0,0,0,0.4659,0.4157,0,0,0.123,Y
0.2174,0.1,0,0,0.0913,0.2629,0.0174,0.74,0.1452,0.4041,0.7079,0.7063,0.0619,0.1628,N
0,0,0,0,0,0.0015,0.0508,0.75,0.214,0.4659,0.5393,0,0.0206,0.1475,Y
0.0435,0,0,0,0.004,0.001,0,0.66,0.0356,0.1711,0.3371,0.2324,0.0309,0.1499,N
0,0,0,0,0,0.001,0.0085,0,0.034,0.1093,0.7191,0.025,0,0.0831,Y
0,0,0,0,0.0006,0.002,0.0042,0.4,0.0196,0.1711,0.7978,0.5635,0.0103,0.1429,N
0,0,0,0,0.0002,0.1062,0.1471,0.48,0.2658,0.3969,0.9438,0.0355,0.0206,0.1019,Y
0,0,0,0.0011,0.0008,0.017,0.0056,0.72,0.1895,0.4041,0.6067,0.6091,0.0309,0.1405,N
0,0,0,0,0,0.0005,0.0169,1,0.1493,0.3923,0.0449,0,0.0309,0.2974,Y
0.1304,0,0.0357,0,0.012,0.1212,0.0104,0.58,0.2027,0.1711,0.7191,0.7392,0.0206,0.1054,N
0,0,0,0,0,0.005,0.1695,0.45,0.1993,0.3923,0.0449,0,0.0103,0.1499,Y
0.0435,0,0,0.0095,0.0044,0.0586,0.005,0.4,0.2087,0.1165,0.4944,0.5176,0.0103,0.1768,N
0,0,0,0,0,0,0,0,0,0.1829,0.0449,0,0.0103,0.1557,Y
0,0,0,0,0,0.005,0.0056,0.66,0.0944,0.4041,0.2697,0.2762,0.0103,0.1253,N
